id_venta,fecha,año,mes,dia_semana,semana_numero,producto,categoria,cantidad,precio_unitario,descuento,monto_total,costo_unitario,margen_beneficio,estado,ciudad,region,metodo_pago,canal_venta,cliente_id,categoria_cliente,cliente_antiguedad_dias,vendedor_id,vendedor_experiencia_meses,promocion_aplicada,cupon_usado,puntuacion_cliente,tiempo_entrega_dias,fecha_registro_cliente,acumulado_mes_producto,ranking_ciudad_mes
9632,12-05-2023,2023,12,Tuesday,49,Laptop,,55,$667.99,112,-4408.734000000004,351.95,,,Valencia,Este,PayPal,,CLI8871,Regular,307,Laura,24,Verano,,4,7,2023-02-01,error_acumulado,
9633,2024-07-26,2024,7,Friday,30,,Electrónica,70,772,60,-21616.0,396.7,-48.6139896373057,,Barcelona,Noreste,,Tienda física,CLI5226,,153,Ana,36,CyberMonday,True,3,-5,2024-02-24,error_acumulado,
9634,2023-09-01,2023,9,Friday,35,Teclado,,3,747,51,1098.09,512.94,31.33,Envío,Sevilla,Sur,Tarjeta,App,CLI4282,VIP,291,Ana,36,CyberMonday,Sí,3,12,2022-11-14,724623.6482,47
9635,2023-12-26,2023,12,Tuesday,52,Impresora,Periféricos,89,1294,66,39156.439999999995,542.89,58.05,Pendiente,Sevilla,Sur,,App,CLI9807,,52,,,,False,2,9,2023-11-04,873738.5127000002,14
9636,2024-04-01,2024,4,Monday,14,Impresora,Accesorios,-1,1072,46,-578.88,451.61,57.87,PENDIENTE,Bilbao,Norte,,App,CLI5322,VIP,297,,,Verano,No,5,13,2023-06-09,error_acumuladoerror_acumulado,
9637,2023-03-17,2023,3,Friday,11,USB,Electrónica,4,333,41,785.8800000000001,256.4475454329371,22.99,Pendiente,Bilbao,Norte,Efectivo,,CLI6289,,355,Sofia,6,Verano,No,3,1,2022-03-27,497364.6405945046,53
9638,2024-07-24,2024,7,Wednesday,30,Laptop,Accesorios,95,408,39,23643.6,259.49,36.4,Pendiente,Sevilla,Sur,Efectivo,Web,CLI9560,Inactivo,131,Carlos,12,BlackFriday,False,2,12,2024-03-15,769560.2782000003,21
9639,2023-01-02,2023,1,Monday,1,,Almacenamiento,84,1356,-6,,814.65,39.92,Cancelado,Sevilla,Sur,,Web,CLI9760,Inactivo,65,Ana,36,Sin promoción,inválido,1,10,2022-10-29,error_acumulado,
1110,02/01/2024,2024,1,Tuesday,1,Mouse,,,$377.99,16,0.0,225.73,,,Barcelona,Noreste,,Marketplace,CLI4982,Nuevo,291,Laura,24,BlackFriday,,2,12,2023-03-17,error_acumulado,
9641,2024-01-19,2024,1,Friday,3,Disco Duro,Accesorios,74,311,64,8285.039999999999,,,Cancelado,Valencia,Este,,Marketplace,CLI9279,Regular,116,Laura,24,Primavera,True,6,10,2023-09-25,565342.575586004,34
9642,02-03-2023,2023,2,Friday,5,Monitor,Periféricos,46,582,48,13921.44,267.46,54.04,Pendiente,,,Tarjeta,Tienda física,CLI7931,VIP,191,,,CyberMonday,True,5,14,2022-07-27,926715.3728252585,34
9643,2024-11-17,2024,11,Sunday,46,Monitor,,27,488,33,8827.919999999998,255.41,47.66,Envío,,,Efectivo,App,CLI6707,Nuevo,87,Miguel,48,Sin promoción,No,3,7,2024-08-22,866674.6283,44
9644,2024-11-15,2024,11,Friday,46,Monitor,Almacenamiento,36,563,21,16011.720000000001,300.66,46.6,Cancelado,Barcelona,Noreste,,Tienda física,CLI8355,VIP,116,Carlos,12,Verano,No,5,10,2024-07-22,882686.3483,24
9645,2023-02-12,2023,2,Sunday,6,Webcam,Periféricos,14,218,48,1587.04,109.06,49.97,,,,Efectivo,App,CLI4663,,342,Sofia,6,Primavera,True,2,8,fecha_invalida,959598.321384271,46
9646,2023-07-29,2023,7,Saturday,30,RAM,Periféricos,81,"1285,99",58,-43749.3798,664.36,,Completado,Madrid,Centro,,Marketplace,,,186,Sofia,6,Primavera,True,5,13,2023-01-24,error_acumulado,
9647,2023-11-23,2023,11,Thursday,47,Teclado,Accesorios,56,1413,70,23738.400000000005,860.81,39.08,Pendiente,Barcelona,Noreste,,Web,CLI5918,VIP,254,Sofia,6,,False,3,9,2023-03-14,1217232.7983999997,25
9648,2023-06-01,2023,6,Thursday,22,Webcam,Accesorios,-18,$223.99,69,-1249.8642000000002,154.78,,Envío,,,,Web,CLI8021,,223,Carlos,12,BlackFriday,True,2,4,2022-10-21,error_acumulado,
9649,2024-09-09,2024,9,Monday,37,Laptop,Almacenamiento,73,288,15,17870.399999999998,181.68,36.92,Pendiente,Sevilla,Sur,Efectivo,Tienda física,CLI5849,Regular,54,Carlos,12,Verano,No,5,6,2024-07-17,713940.3347296973,32
9650,28/04/2024,2024,4,Sunday,17,,Periféricos,82,538,50,22058.0,222.74,58.6,Pendiente,Madrid,Centro,Tarjeta,Marketplace,CLI6318,VIP,20,Ana,36,BlackFriday,,3,1,2024-04-08,733228.3921884727,14
9651,2023-02-08,2023,2,Wednesday,6,USB,Accesorios,86,1434,15,104825.4,795.45,44.53,,Barcelona,Noreste,Transferencia,Tienda física,CLI2115,Regular,194,Ana,36,Primavera,,3,15,2022-07-29,638996.8863,1
9652,01-15-2024,2024,1,Monday,3,Webcam,Accesorios,16,236,9,3436.1600000000003,136.04,-42.355932203389834,,Madrid,Centro,,Marketplace,CLI1643,Inactivo,22,Sofia,6,Sin promoción,No,3,-7,2023-12-24,609663.6059234121,42
9653,2024-03-15,2024,3,Friday,11,USB,Periféricos,10,126,25,945.0,73.57,41.61,Cancelado,Sevilla,Sur,,,CLI5378,,21,Ana,36,Verano,Sí,4,8,2024-02-23,838136.5985000001,37
9654,2023-11-27,2023,11,Monday,48,,Electrónica,42,47,47,1046.22,27.49,41.51,,Sevilla,Sur,Transferencia,Marketplace,CLI3118,Inactivo,24,Carlos,12,,,1,3,2023-11-03,541206.9387844682,53
9655,2023-03-30,2023,3,Thursday,13,Monitor,Electrónica,50,562,54,12925.999999999998,266.87,52.51,,Barcelona,Noreste,,,CLI5860,,101,Miguel,48,CyberMonday,Sí,3,13,2022-12-19,728748.4887901042,30
9656,2024-04-20,2024,4,Saturday,16,Teclado,Periféricos,29,$1381.99,-8,43283.93€,916.84,,Cancelado,Sevilla,Sur,Efectivo,Web,CLI2708,,128,Miguel,48,Primavera,,4,5,2023-12-14,error_acumulado,
9657,2023-08-27,2023,8,Sunday,34,Monitor,Almacenamiento,21,1367,21,22678.530000000002,822.41,39.84,Pendiente,Valencia,Este,Efectivo,Tienda física,CLI3014,VIP,253,Ana,-36,BlackFriday,No,3,7,2022-12-17,0,25
9658,2023-12-23,2023,12,Saturday,51,USB,Almacenamiento,3.7004497546092754,897,39,2024.7750922295572,439.61,50.99,,Barcelona,Noreste,,,CLI1698,Regular,77,Carlos,12,BlackFriday,Sí,5,7,2023-10-07,1141327.6620688413,42
9659,2024-11-27,2024,11,Wednesday,48,Webcam,,94,552,57,-22311.840000000004,348.44,36.88,Completado,Valencia,Este,PayPal,Marketplace,CLI3884,Regular,354,Carlos,12,BlackFriday,No,5,6,2023-12-09,error_acumulado,
4971,21/10/2024,2024,10,Monday,43,USB,Periféricos,-1,"1185,99",199,1174.1301,1085.5004227247462,,,Barcelona,Noreste,Efectivo,Tienda física,CLI9097,VIP,73,Carlos,12,CyberMonday,inválido,5,8,fecha_invalida,649518.4758798862,43
9661,2023-04-20,2023,4,Thursday,16,Webcam,Periféricos,77,1117,27,62786.57,488.64,56.25,Cancelado,Bilbao,Norte,Transferencia,Tienda física,CLI8034,Regular,354,Sofia,6,,Sí,3,9,2022-05-01,973106.0542857309,10
9662,01-02-2024,2024,1,Tuesday,1,USB,Electrónica,81,793,39,39182.13,496.6,37.38,,Bilbao,Norte,,Marketplace,CLI1065,Regular,42,Miguel,48,Sin promoción,,2,4,2023-11-21,1192492.8892809204,15
9663,2024-10-08,2024,10,Tuesday,41,Monitor,,30,1233,28,26632.8,574.31,53.42,,Madrid,Centro,Efectivo,Marketplace,CLI8216,,309,Carlos,12,BlackFriday,True,2,10,2023-12-04,779806.5746999999,16
9664,2023-03-07,2023,3,Tuesday,10,Impresora,Accesorios,4,$1383.99,20,4428.768,869.79,,Completado,,,,Marketplace,CLI1972,,37,,,Sin promoción,True,2,9,2023-01-29,813347.1578352548,52
9665,2024-10-09,2024,10,Wednesday,41,Disco Duro,Electrónica,36,290,33,6994.799999999999,178.8,38.34,Pendiente,Valencia,Este,Transferencia,Marketplace,CLI1384,Inactivo,92,Laura,24,Verano,No,5,11,2024-07-09,842586.2591596161,34
9666,2023-01-26,2023,1,Thursday,4,RAM,Periféricos,9 unidades,1100,17,,662.13,39.81,Cancelado,Bilbao,Norte,Transferencia,App,CLI1769,VIP,312,Carlos,12,CyberMonday,,2,7,2022-03-20,error_acumulado,
9667,2023-10-05,2023,10,Thursday,40,Impresora,Periféricos,55,1497,17,68338.05,740.64,50.53,Completado,Sevilla,Sur,Tarjeta,,CLI9435,VIP,89,Laura,24,Sin promoción,True,2,2,2023-07-08,800034.5461430463,11
9668,2024-02-13,2024,2,Tuesday,7,Mouse,Accesorios,11,133,48,760.76,89.03,33.06,,,,Transferencia,Tienda física,CLI5087,VIP,360,Sofia,6,Verano,,4,1,2023-02-18,396924.8981871801,33
9669,2024-10-03,2024,10,Thursday,40,Laptop,,57,846,29,34237.619999999995,466.32,44.88,CANCELADO,Valencia,Este,Efectivo,Marketplace,CLI9226,VIP,251,Sofia,6,CyberMonday,False,5,8,2024-01-26,1247368.597893608,15
9670,22/07/2024,2024,7,Monday,30,Mouse,Periféricos,89,413,42,21319.06,204.4,50.51,,,,Efectivo,Marketplace,CLI7214,Regular,59,,,Verano,,5,1,2024-05-24,684061.4822912693,25
9671,2024-09-26,2024,9,Thursday,39,RAM,,41,47,53,905.6899999999999,20.18,-57.06382978723404,Cancelado,Sevilla,Sur,,,CLI4439,Nuevo,24,Sofia,6,BlackFriday,Sí,4,-8,2024-09-02,962270.3102337582,51
9672,01-03-2023,2023,1,Tuesday,1,USB,Electrónica,-4,$329.99,34,871.1736,,,Cancelado,,,Transferencia,Tienda física,,Nuevo,350,,,Sin promoción,True,0,7,2022-01-18,871887.0939225628,48
9673,2023-03-16,2023,3,Thursday,11,Disco Duro,Accesorios,99,1178,-10,128284.20000000001,560.32,52.43,Completado,Sevilla,Sur,,,CLI5920,Regular,231,Laura,24,CyberMonday,True,2,5,2022-07-28,1442080.755806548,1
9674,2024-11-17,2024,11,Sunday,46,Disco Duro,Periféricos,53,"1043,99",48,28772.364400000002,664.28,,Cancelado,Valencia,Este,Efectivo,App,CLI9727,Regular,98,Carlos,12,Primavera,,3,1,2024-08-11,789396.1394000001,16
9675,2023-08-07,2023,8,Monday,32,Laptop,,39,1263,54,22658.219999999998,510.98,59.54,Envío,,,,Marketplace,CLI1617,,3,,,CyberMonday,False,1,15,fecha_invalida,851333.3610999997,20
9676,2023-03-15,2023,3,Wednesday,11,Mouse,Accesorios,66,316,44,11679.36,194.9,38.32,Pendiente,Bilbao,Norte,Tarjeta,Marketplace,CLI2318,VIP,357,Laura,24,Primavera,False,5,15,2022-03-23,1095195.2258811097,35
9677,2024-02-10,2024,2,Saturday,6,,Electrónica,49,922,14,38853.08,542.11,41.2,Pendiente,Sevilla,Sur,Tarjeta,App,CLI6571,Regular,181,Ana,36,Sin promoción,False,3,15,2023-08-13,908180.407,10
9678,2023-04-01,2023,4,Saturday,13,Mouse,Periféricos,11,516,39,3462.36,332.97,35.47,Completado,Sevilla,Sur,Transferencia,,CLI6473,VIP,199,Sofia,6,CyberMonday,,5,14,2022-09-14,832362.7376932781,52
9679,2023-06-22,2023,6,Thursday,25,Disco Duro,,44,1397,67,20284.44,734.45,47.43,,Bilbao,Norte,PayPal,Tienda física,CLI8693,Regular,177,Laura,24,CyberMonday,Sí,3,1,2022-12-27,392795.0987601038,24
4751,19/12/2024,2024,12,Thursday,51,Impresora,,1.3338681946392945,$278.99,0,372.13588762241676,163.04,,Cancelado,V@lenci@,Este,,Tienda física,CLI9650,,181,,,Primavera,Sí,2,15,2024-06-21,1497254.117378241,1
9681,2023-12-11,2023,12,Monday,50,Webcam,Periféricos,93,914,19,68851.62000000001,416.86,54.39,Cancelado,Madrid,Centro,Tarjeta,,CLI9177,VIP,206,Ana,36,Verano,inválido,3,5,2023-05-19,756458.1068740125,4
9682,10-28-2023,2023,10,Saturday,43,Laptop,,3,461,23,1064.91,245.72,46.7,,Madrid,Centro,,App,CLI7954,Regular,31,,,Sin promoción,False,4,9,2023-09-27,858026.0867000002,58
9683,2023-04-20,2023,4,Thursday,16,Impresora,Accesorios,3,935,26,2075.7,827.1725573065934,11.53,Cancelado,Madrid,Centro,Efectivo,Web,CLI3541,VIP,149,Carlos,12,,Sí,3,5,2022-11-22,464203.29727246246,43
9684,2024-03-21,2024,3,Thursday,12,Teclado,Accesorios,-20,1470,49,-14994.0,602.55,59.01,Envío,Sevilla,Sur,Tarjeta,Tienda física,CLI2808,Nuevo,72,Carlos,12,,No,5,1,2024-01-09,error_acumulado,
9685,2024-05-12,2024,5,Sunday,19,Disco Duro,Electrónica,100,227,66,-7717.999999999999,146.28,35.56,Cancelado,Sevilla,Sur,PayPal,Tienda física,CLI3733,VIP,327,Laura,24,BlackFriday,True,1,15,2023-06-20,error_acumulado,
9686,2023-09-21,2023,9,Thursday,38,RAM,,100,1425,18,116850.00000000001,775.66,45.57,Completado,Barcelona,Noreste,PayPal,Marketplace,CLI2510,Regular,303,Laura,24,BlackFriday,,3,10,2022-11-22,0,1
9687,2023-10-03,2023,10,Tuesday,40,Teclado,Accesorios,79,603,27,34775.01,405.3,32.79,Envío,Bilbao,Norte,,Marketplace,CLI5410,VIP,88,Laura,24,Verano,True,2,9,2023-07-07,986970.2063957413,11
9688,2023-04-09,2023,4,Sunday,14,Webcam,,73,$1452.99,159,-62580.27930000001,633.15,,Completado,,,,,CLI6270,,86,Ana,36,Sin promoción,No,1,4,2023-01-13,error_acumulado,
9689,2024-10-08,2024,10,Tuesday,41,,Accesorios,28,852,53,11212.32,524.12,38.48,Completado,Barcelona,Noreste,,App,CLI8218,Regular,203,,,,True,5,5,2024-03-19,669660.6245306305,28
9690,28/04/2023,2023,4,Friday,17,Monitor,Accesorios,65,772,-8,54194.40€,490.74,-36.43264248704663,Completado,Madrid,Centro,,,CLI5647,Nuevo,105,,,Primavera,,2,-9,fecha_invalida,error_acumulado,
9691,2024-10-16,2024,10,Wednesday,42,Impresora,Electrónica,30,1365,34,27026.999999999996,763.16,44.09,,Sevilla,Sur,Tarjeta,,CLI3939,,232,Ana,36,Primavera,Sí,1,9,2024-02-27,1795445.4012000002,16
9692,06-08-2023,2023,6,Thursday,23,,Almacenamiento,41,906,20,29716.800000000003,593.6,34.48,Completado,Bilbao,Norte,,,CLI1204,Nuevo,112,Sofia,6,CyberMonday,False,3,6,2023-02-16,1094415.8914417087,19
9693,2023-12-18,2023,12,Monday,51,Teclado,Periféricos,13,967,3,,497.9,48.51,Completado,,,PayPal,Web,CLI1546,VIP,21,Laura,24,Primavera,No,5,15,2023-11-27,error_acumulado,
9694,2024-09-19,2024,9,Thursday,38,Monitor,Accesorios,50,1131,41,33364.50000000001,514.42,54.52,Completado,,,,App,CLI4722,VIP,165,Carlos,-12,,Sí,1,10,2024-04-07,674047.7690000001,11
9695,2024-04-01,2024,4,Monday,14,Monitor,Electrónica,3,24,8,66.24000000000001,13.06,45.58,Completado,Madrid,Centro,Transferencia,,CLI9174,Nuevo,82,Sofia,6,Primavera,False,4,5,2024-01-10,970595.20442191,46
9696,2024-01-06,2024,1,Saturday,1,,,-12,$937.99,61,-4389.793200000001,445.95,,Envío,Bilbao,Norte,Tarjeta,Marketplace,CLI4296,,133,,,Sin promoción,Sí,3,13,2023-08-26,error_acumulado,
9697,2023-01-18,2023,1,Wednesday,3,Monitor,,42,1458,42,35516.880000000005,605.66,58.46,,Bilbao,Norte,,Marketplace,CLI5390,Nuevo,168,,,Verano,True,4,11,2022-08-03,742444.5394000001,13
9698,2023-09-16,2023,9,Saturday,37,Monitor,Periféricos,39,557,5,-20636.85,304.75,45.29,,,,PayPal,Marketplace,,Inactivo,133,Miguel,48,Sin promoción,,1,9,2023-05-06,error_acumulado,
9699,2023-10-05,2023,10,Thursday,40,Monitor,Electrónica,62,19,16,989.52,8.25,56.58,,Sevilla,Sur,,Tienda física,CLI5869,Nuevo,329,Ana,36,Sin promoción,False,2,9,2022-11-10,902591.5897046814,49
3558,31/03/2024,2024,3,Sunday,13,,Accesorios,17,746,18,10399.240000000002,387.31,48.08,,,,Transferencia,,CLI5448,Nuevo,174,Miguel,48,Sin promoción,No,1,1,2023-10-09,489933.1352811534,32
9701,2023-12-18,2023,12,Monday,51,Laptop,,98,210,9,18727.8,146.48,30.25,Pendiente,Bilbao,Norte,,App,CLI7471,,64,Carlos,12,,No,3,12,2023-10-15,853008.316344878,27
9702,09-10-2023,2023,9,Sunday,36,Impresora,Accesorios,3 unidades,"125,99",49,0.0,54.74,,CANCELADO,Madrid,Centro,Tarjeta,,CLI6439,VIP,62,Ana,36,,inválido,4,4,2023-07-10,error_acumuladoerror_acumulado,
9703,2024-01-12,2024,1,Friday,2,,,88,1023,3,87323.28,,,Completado,,,Efectivo,App,CLI1652,Regular,233,Ana,36,BlackFriday,,-1,9,2023-05-24,1244177.223494902,1
9704,2024-04-10,2024,4,Wednesday,15,Laptop,,92,$183.99,57,7278.644400000002,89.51,,Envío,,,PayPal,,CLI6191,Regular,107,Laura,24,,True,5,6,2023-12-25,780337.1246656115,33
9705,2023-08-25,2023,8,Friday,34,RAM,,31,1089,29,23968.89,701.1,35.62,Pendiente,Madrid,Centro,Efectivo,,CLI3169,Regular,243,Carlos,12,,No,1,6,fecha_invalida,528732.5661,18
9706,2023-03-16,2023,3,Thursday,11,Impresora,,60,518,6,29215.199999999997,522.4381166708702,-0.86,Cancelado,Bilbao,Norte,Tarjeta,App,CLI6991,Inactivo,80,,,Primavera,Sí,4,5,2022-12-26,842562.3578352547,19
9707,2023-07-03,2023,7,Monday,27,Impresora,Accesorios,40,1061,-3,43713.200000000004,522.86,50.72,Envío,Madrid,Centro,Tarjeta,Marketplace,CLI2544,Inactivo,114,Laura,24,Sin promoción,False,3,9,2023-03-11,717659.73699772,10
9708,2023-11-10,2023,11,Friday,45,Disco Duro,Periféricos,-11,890,61,-3818.1,577.65,35.1,,,,Tarjeta,Web,CLI9662,Nuevo,237,Miguel,48,Primavera,,4,7,2023-03-18,error_acumulado,
9709,2024-02-19,2024,2,Monday,8,RAM,,92,1034,37,59930.64,558.79,-45.958413926499034,Cancelado,Madrid,Centro,Efectivo,,CLI4873,VIP,253,Miguel,48,Sin promoción,True,1,-2,2023-06-11,869935.555740195,3
9710,26/06/2023,2023,6,Monday,26,Laptop,Almacenamiento,3,1333,48,2079.48,668.86,49.82,,,,,App,CLI5325,VIP,222,Sofia,6,,False,3,12,2022-11-16,658669.2815069836,43
9711,2024-10-25,2024,10,Friday,43,,Electrónica,72,211,64,-5469.12,132.24,37.33,Completado,Valencia,Este,PayPal,Web,CLI3625,VIP,74,Miguel,48,Verano,Sí,4,10,2024-08-12,error_acumulado,
9712,07-20-2024,2024,7,Saturday,29,Mouse,,77,$1078.99,12,73112.3624,499.23,,,Sevilla,Sur,,,CLI8182,VIP,41,,,CyberMonday,No,3,15,2024-06-09,757173.8446912693,2
9713,2023-10-15,2023,10,Sunday,41,Teclado,Almacenamiento,46,354,41,9607.560000000001,172.48,51.28,Completado,,,Efectivo,Marketplace,CLI7773,Regular,205,,,,,1,8,2023-03-24,1993155.5327914828,33
9714,2024-02-25,2024,2,Sunday,8,Monitor,Accesorios,25,319,69,2472.2500000000005,183.09,42.61,Completado,,,Efectivo,,CLI8515,VIP,206,Miguel,48,,Sí,2,4,2023-08-03,853815.5256553886,30
9715,2023-06-24,2023,6,Saturday,25,Mouse,,52,794,1,40875.12,442.33,44.29,Completado,Valencia,Este,Transferencia,Web,CLI3633,Nuevo,250,Carlos,12,Sin promoción,False,3,4,2022-10-17,0,8
9716,2023-09-17,2023,9,Sunday,37,USB,Accesorios,22,"221,99",193,-4541.9154,140.06,,,Valencia,Este,,Web,CLI5002,Nuevo,52,Laura,24,Sin promoción,,4,14,2023-07-27,error_acumulado,
9717,2024-09-07,2024,9,Saturday,36,Teclado,Periféricos,38,1033,9,35721.14,472.87,54.22,Cancelado,Valencia,Este,,App,CLI5540,VIP,55,Miguel,48,Primavera,,2,13,2024-07-14,523794.8935031745,16
9718,2023-12-17,2023,12,Sunday,50,,Almacenamiento,88,323,19,23023.440000000002,202.24,37.39,Completado,Barcelona,Noreste,Transferencia,Tienda física,CLI7219,Inactivo,99,Ana,36,Sin promoción,,3,5,2023-09-09,847016.4461000001,22
9719,2023-06-14,2023,6,Wednesday,24,Mouse,Accesorios,57,814,15,39438.299999999996,436.26,46.41,Cancelado,Sevilla,Sur,,Marketplace,CLI5983,Regular,6,Miguel,48,BlackFriday,No,3,3,2023-06-08,646858.2513746858,10
6589,12/02/2024,2024,2,Monday,7,Laptop,,-5,$907.99,19,,573.32,,Pendiente,Sevilla,Sur,,App,CLI8161,Regular,106,,,Sin promoción,False,5,15,fecha_invalida,error_acumulado,
9721,2023-10-28,2023,10,Saturday,43,RAM,Periféricos,44,1233,12,47741.76,550.94,55.32,Completado,Sevilla,Sur,Transferencia,App,CLI6192,Inactivo,155,Miguel,48,,,3,10,2023-05-26,741221.588152445,15
9722,02-21-2024,2024,2,Wednesday,8,Impresora,Electrónica,81,133,2,10557.539999999999,62.51,53.0,Completado,Sevilla,Sur,Transferencia,Tienda física,CLI8566,,116,Miguel,48,Verano,Sí,4,13,2023-10-28,714615.521455979,35
9723,2023-06-07,2023,6,Wednesday,23,Teclado,Accesorios,1,905,61,352.95,407.01,55.03,Cancelado,Valencia,Este,Transferencia,Tienda física,CLI8173,Inactivo,173,Carlos,12,Sin promoción,inválido,3,2,2022-12-16,815775.9301370734,46
9724,2024-11-18,2024,11,Monday,47,USB,Almacenamiento,4.1531539347173485,605,-8,-2713.6707809443155,384.49,36.45,Envío,Madrid,Centro,Transferencia,Tienda física,invalido,,32,Sofia,6,Sin promoción,Sí,5,10,2024-10-17,error_acumuladoerror_acumulado,
9725,2024-02-12,2024,2,Monday,7,Impresora,Electrónica,77,1187,32,62151.31999999999,549.47,53.71,,Valencia,Este,PayPal,App,CLI3441,Inactivo,285,Laura,24,Sin promoción,No,2,15,2023-05-03,776766.8414559789,4
9726,2023-06-21,2023,6,Wednesday,25,Teclado,Electrónica,55,794,32,29695.6,483.76,39.07,,Sevilla,Sur,,Marketplace,CLI3888,Inactivo,88,Ana,36,BlackFriday,False,5,5,2023-03-25,845471.5301370734,13
9727,2023-07-29,2023,7,Saturday,30,Teclado,,49,347,35,11051.95,220.3,36.51,,Madrid,Centro,,Marketplace,CLI9784,,285,Laura,24,CyberMonday,,1,8,2022-10-17,1127727.887161858,29
9728,2024-11-22,2024,11,Friday,47,Impresora,Electrónica,81,$812.99,61,25682.3541,494.04,,,Bilbao,Norte,Efectivo,Web,CLI8856,Regular,53,Miguel,48,Primavera,Sí,4,-1,2024-09-30,946015.7981000001,25
9729,2023-01-23,2023,1,Monday,4,Mouse,Electrónica,45,330,28,10692.0,232.95893737328703,29.41,Pendiente,Sevilla,Sur,,Tienda física,CLI8061,Inactivo,221,Carlos,12,BlackFriday,True,4,12,2022-06-16,365055.60117388895,32
9730,26/03/2023,2023,3,Sunday,12,RAM,Periféricos,88,"1179,99",16,87224.8608,507.73,,Completado,Sevilla,Sur,Transferencia,Web,CLI9515,Nuevo,288,Carlos,12,Verano,True,3,8,2022-06-11,1055368.291466137,5
9731,2024-06-24,2024,6,Monday,26,Laptop,Accesorios,3,1221,42,2124.5400000000004,573.97,52.99,Pendiente,Bilbao,Norte,Tarjeta,Marketplace,CLI7670,,62,Ana,-36,Sin promoción,True,5,5,2024-04-23,467183.5350099905,41
9732,09-16-2024,2024,9,Monday,38,Webcam,Accesorios,-15,427,5,-6084.75,185.79,56.49,Pendiente,,,,Tienda física,CLI7409,Inactivo,213,,,,Sí,2,3,2024-02-16,error_acumulado,
9733,2024-03-04,2024,3,Monday,10,Monitor,Accesorios,58,342,25,14877.0,201.46,41.09,Pendiente,Bilbao,Norte,PayPal,,CLI9549,Nuevo,19,Miguel,48,Primavera,No,5,10,2024-02-14,645044.378733638,33
9734,2024-05-15,2024,5,Wednesday,20,Mouse,Accesorios,47,1102,16,43506.96,,,Completado,Sevilla,Sur,,,CLI7888,VIP,350,Miguel,48,Verano,No,10,6,2023-05-31,1142678.4894221942,9
9735,2024-03-23,2024,3,Saturday,12,Impresora,,62,269,28,12008.16,120.71,55.13,CANCELADO,V@lenci@,Este,Tarjeta,Marketplace,CLI1497,Inactivo,216,Carlos,12,CyberMonday,No,3,3,fecha_invalida,2068492.2610302535,1
9736,2023-11-10,2023,11,Friday,45,Impresora,Periféricos,69,$200.99,54,6379.4226,100.38,,Pendiente,Barcelona,Noreste,,App,CLI8371,VIP,319,Sofia,6,Verano,Sí,5,4,2022-12-26,825543.637809124,48
9737,2023-07-13,2023,7,Thursday,28,,Almacenamiento,85,1177,36,-64028.8,649.31,44.83,Completado,,,Tarjeta,,CLI3210,VIP,285,,,,,3,15,2022-10-01,error_acumulado,
9738,2023-04-25,2023,4,Tuesday,17,RAM,Periféricos,2 unidades,526,41,0.0,306.58,41.71,Cancelado,Bilbao,Norte,PayPal,,CLI6054,VIP,14,Ana,36,Sin promoción,False,2,6,2023-04-11,error_acumulado,
9739,2024-08-11,2024,8,Sunday,32,Teclado,Electrónica,71,993,7,65567.79,503.38,49.31,,,,,Web,CLI7542,VIP,216,Ana,36,CyberMonday,Sí,3,9,2024-01-08,1148932.3610607951,4
18230,09/04/2023,2023,4,Sunday,14,Laptop,Accesorios,81,1460,67,39025.799999999996,695.38,52.37,,Sevilla,Sur,Tarjeta,Web,CLI5069,Regular,259,Miguel,48,Sin promoción,False,5,6,2022-07-24,942400.0344534509,13
9741,2024-12-26,2024,12,Thursday,52,Impresora,Accesorios,94,1159,-8,117661.68000000001,728.68,37.13,Pendiente,Barcelona,Noreste,Transferencia,,CLI6826,Regular,264,Ana,36,Primavera,No,2,13,2024-04-06,866288.7386891205,1
9742,06-04-2024,2024,6,Tuesday,23,Mouse,Periféricos,88,527,58,19477.920000000002,279.03,47.05,Cancelado,Sevilla,Sur,Efectivo,,CLI4042,Regular,31,Carlos,12,Sin promoción,True,5,4,2024-05-04,705752.6999999998,20
9743,2023-01-24,2023,1,Tuesday,4,Disco Duro,Accesorios,40,1430,13,49764.0,946.09,33.84,,,,,Tienda física,CLI5613,,231,Carlos,12,Primavera,False,3,6,2022-06-07,847603.7126458514,9
9744,2024-10-01,2024,10,Tuesday,40,Disco Duro,Almacenamiento,-1,$179.99,129,52.197100000000006,82.78,,,Barcelona,Noreste,,,CLI4569,Regular,169,Miguel,48,BlackFriday,inválido,1,2,2024-04-15,0,48
9745,2024-09-17,2024,9,Tuesday,38,Impresora,Electrónica,45,346,58,6539.400000000001,233.61,32.48,Pendiente,Madrid,Centro,,,CLI4159,Regular,340,Sofia,6,CyberMonday,,5,11,2023-10-13,815498.8034,33
9746,2023-05-12,2023,5,Friday,19,,,5.417969453287045,1492,62,3071.771961235623,833.43,44.14,Envío,Valencia,Este,Transferencia,Tienda física,CLI7739,VIP,148,Sofia,6,Primavera,No,1,13,2022-12-15,1937756.3210013926,46
9747,2024-05-24,2024,5,Friday,21,Mouse,Periféricos,17,405,14,,234.57,-42.08148148148148,,Barcelona,Noreste,,Web,CLI2409,Regular,301,Carlos,12,Primavera,True,3,-8,2023-07-28,error_acumulado,
